.pl 16959
CisloVydejky;DatumVydeje;CisloDodavatele;NazevDodavatele;CisloKarty;NazevZbozi;MernaJednotka;NakupCena;Vydano
--DATA--
00065$;737798$;01029$;PYTLÍK, a.s.$;4098$;Pytle 120L/80mi 70x110cm role-15ks èerné$;rol$;49.20$;420
00065$;737798$;01029$;PYTLÍK, a.s.$;2180$;Pytle 200L/80mi 100x120cm role-5ks èerné$;rol$;28.75$;150
00065$;737798$;01029$;PYTLÍK, a.s.$;0230$;Sáèky do koše 30l 50x60 /10mi 50ks èerné$;rol$;16.00$;200
00065$;737798$;01029$;PYTLÍK, a.s.$;3474$;Sáèky do koše 60l 63x74 /7mi 50ks bílı$;rol$;12.50$;200
00065$;737798$;01029$;PYTLÍK, a.s.$;3072$;Sáèky do koše 60l 63x74 /7mi 50ks èernı$;rol$;12.29$;200
00065$;737798$;01029$;PYTLÍK, a.s.$;1246$;Sáèky do koše 70l 63x85 /8mi 40ks bílı$;rol$;15.60$;180
00065$;737798$;01029$;PYTLÍK, a.s.$;5810$;Sáèky do koše 35l 50x65 /20mi 25ks èerné$;rol$;16.50$;1250
00065$;737798$;01029$;PYTLÍK, a.s.$;2986$;\o\Pytle 120L/100mi 70x110cm èerven nebe$;ks$;6.79$;500
00066$;737798$;00449$;Canis Safety a.s.$;1355$;\o\Filtr 3M 6057 ABE1$;ks$;94.50$;8
00066$;737798$;00449$;Canis Safety a.s.$;1522$;\o\Polomaska 3M 6200$;ks$;283.50$;2
00066$;737798$;00449$;Canis Safety a.s.$;4075$;Rukavice Technik *** èervené è.10$;par$;37.80$;60
00067$;737798$;00022$;MATTES TRADING s.r.o.$;2422$;Mıdlo Jádrové Natural obyèejné 175g$;ks$;7.97$;132
00067$;737798$;00022$;MATTES TRADING s.r.o.$;0591$;Zubní kartáèek dìtskı Dino$;ks$;8.19$;36
00067$;737798$;00022$;MATTES TRADING s.r.o.$;1200$;Zubní pasta Promise 100g s fluorem    /3$;ks$;8.88$;120
00067$;737798$;00022$;MATTES TRADING s.r.o.$;4660$;Zubní pasta Rebi Dental 90g          /12$;ks$;7.22$;288
00067$;737798$;00022$;MATTES TRADING s.r.o.$;0641$;iletky Mattes 5ks 33 dvoubøitvé$;bal$;17.07$;40
00067$;737798$;00022$;MATTES TRADING s.r.o.$;5579$;Zubní pasta dìtská Dino jahoda 60g$;ks$;9.24$;24
